START_ID,END_ID,TYPE
Zurich_historic_en,Zurich_historic_en_b67,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b68,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b69,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b70,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b71,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b72,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b73,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b74,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b75,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b76,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b77,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b78,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b79,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b80,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b81,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b82,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b83,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b84,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b85,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b86,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b87,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b88,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b89,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b90,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b91,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b92,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b93,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b94,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b95,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b96,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b97,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b98,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b99,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b100,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b101,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b102,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b103,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b104,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b105,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b106,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b107,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b108,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b109,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b110,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b111,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b112,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b113,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b114,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b115,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b116,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b117,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b118,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b119,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b120,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b121,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b122,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b123,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b124,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b125,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b126,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b127,HAS_BLOCK
Zurich_historic_en,Zurich_historic_en_b128,HAS_BLOCK
